1158;1023;1235;976
1226;1004;716;1163
1098;1030;1168;1109
146;15;1225;1045
1063;1110;1069;1014
1077;1149;1016;1286
953;954;1141;1203
1068;1043;1195;1289
1084;978;731;1296
283;1016;1149;1286
15;1186;1225;1140
1219;1128;1144;1075
679;641;1096;1264
360;357;312;1104
791;752;1146;1169
1287;560;1026;1057
954;1142;1194;1203
701;638;999;1016
1058;1215;1007;1291
1105;1064;338;1283
1063;1175;1199;1206
593;1268;1135;1074
32;1021;1056;1257
1070;1054;1009;1100
648;666;624;1036
186;943;31;1262
557;984;959;1137
1182;1158;1095;1083
1191;1077;1286;1033
1191;996;1028;1019
806;731;978;1004
558;606;1223;1076
1051;994;1118;1284
763;982;816;956
486;1068;972;1289
593;509;1268;1074
1102;991;667;1174
835;13;148;1253
612;1187;1036;1145
774;446;1093;1274
612;1187;708;1106
1036;1145;1113;969
320;422;1068;1261
747;1050;744;964
734;1285;1023;1237
1050;747;974;964
29;173;994;1109
1067;1216;1056;1209
702;626;662;1102
19;1220;1133;1290
158;991;1102;1174
1104;1051;1043;1008
1062;1150;1232;1201
698;637;674;1196
1213;1291;1012;1202
927;1127;932;1257
1015;956;858;1254
1094;1261;1089;1298
1077;1048;999;971
1151;1205;1130;1263
221;289;1034;1074
1051;994;1227;1008
1056;1006;1124;1244
452;949;944;1152
144;1015;1185;1115
791;762;1180;1039
329;1170;969;1132
1058;1222;970;1275
520;1268;563;1001
242;218;771;1031
252;1134;996;1001
214;1151;259;1154
169;1019;987;1218
782;1185;1015;1115
164;1111;1085;977
436;1162;1195;972
11;1229;1151;1205
27;1251;1135;1074
20;1006;1196;952
874;986;876;1038
142;11;979;1233
694;806;978;1004
906;954;1157;1109
744;1173;1050;1169
1103;1004;978;1296
291;1219;357;1206
20;1065;1196;1006
1063;1118;1110;1014
704;614;1035;955
668;1088;621;1260
1213;1069;1291;1202
761;1023;976;1237
500;1020;401;1277
210;1151;278;1229
11;1205;1151;1263
1136;1294;1059;967
32;17;175;1257
684;367;347;1102
508;1133;1220;1290
1136;1160;185;1268
823;1179;1156;1246
849;1172;1186;1263
27;987;1135;1251
679;641;617;1125
146;1099;15;1045
1049;1159;1039;1155
1235;1156;1095;976
1089;1037;1094;1168
1073;1187;961;1259
1134;1268;1055;1001
675;1163;628;960
31;18;1092;1116
982;976;746;1274
248;996;1088;1228
1028;987;169;1019
1186;1140;852;1263
1050;950;1061;1280
532;598;1133;1264
1104;1008;1118;1284
771;1031;748;1101
478;1270;404;1269
731;1084;807;978
146;1271;1099;1045
209;987;1135;1001
245;221;555;1135
820;747;1150;974
959;968;350;1137
1220;986;154;943
1195;1289;1044;1198
20;155;863;952
1089;1129;1193;1100
1077;999;1191;1016
1196;1125;1096;1243
1195;1105;1123;993
1270;1282;404;1269
1216;998;187;1140
648;666;1036;969
490;1164;437;1255
158;23;991;1174
1099;1239;1061;1271
1124;860;1116;952
1073;961;1187;1281
1062;981;1186;962
1124;1056;1216;1257
1049;1215;1159;1155
1160;1250;185;1268
1055;1136;1028;987
1232;1003;1050;1280
727;1005;828;1169
329;969;648;1132
1053;1221;1072;1253
735;820;779;1296
170;1019;169;1218
1047;1089;1193;1100
1077;1048;1191;999
425;401;1020;1091
1051;1168;1030;1109
999;1016;705;1228
214;259;1151;1130
901;1143;898;1013
612;1036;1187;1106
629;1145;1211;1259
339;293;1170;1275
1150;974;747;964
440;1266;1072;1293
1214;1011;385;973
1051;1043;1195;972
887;157;977;1292
1051;1168;1094;1120
918;1245;1250;1262
1121;1116;1124;1294
727;1005;974;1278
927;1294;1127;1257
361;1153;1089;1298
1227;1072;1053;1221
16;981;1156;1271
884;887;977;1292
9;840;149;944
11;143;1151;1229
1051;1030;1168;1120
744;791;813;1173
737;1211;754;965
1028;971;1191;1033
440;458;1072;1266
148;14;836;1072
493;1120;1037;1197
1079;1023;1235;1295
221;555;1135;1074
437;490;498;1164
783;1235;786;1181
560;542;957;1057
1143;1013;901;1288
1213;1183;950;961
481;405;1122;1152
754;1211;1184;965
355;1193;1089;1129
1130;1191;1286;1033
1086;1286;1149;980
1002;1107;995;1177
221;1251;289;1074
162;1010;1054;1265
439;393;460;1293
149;13;857;949
1136;1076;1055;1166
975;1283;1175;1297
1067;961;1183;1017
722;818;1023;976
806;759;731;1004
828;1005;727;1278
170;169;1028;967
317;1175;381;1046
1012;1291;1069;1202
1199;1181;1235;1237
816;1093;750;949
1219;1153;1284;1128
673;1111;1106;1107
969;1087;767;1184
353;332;308;1195
974;1005;727;1169
781;756;739;958
1047;1037;1141;1270
777;1148;1039;1087
898;905;899;1143
1043;1168;1153;1298
1235;1181;1180;1173
1196;1065;1192;1006
1104;1043;1051;1284
144;1015;1115;1252
1066;1031;1151;1172
524;572;548;1262
499;944;489;1161
1183;1003;950;1281
701;661;1149;989
1180;1039;762;1181
1020;401;1277;1091
1175;1297;1283;1046
1054;1070;1013;1100
1062;1066;1126;1060
1050;1173;1180;1169
13;982;1093;1253
667;1174;991;1178
157;888;884;977
884;887;157;977
1051;1153;1043;1168
408;489;944;949
1085;1106;961;1291
1048;1077;1191;971
1150;1062;964;1060
17;161;885;1292
1196;1121;1096;1125
1085;1111;164;1002
144;1185;963;1115
1054;1013;1194;1100
1227;994;173;1071
997;1209;1097;1244
408;489;499;944
397;944;985;1165
1104;1051;1008;1284
1050;974;747;1169
1149;1163;980;960
1049;1180;1131;1181
1073;961;1139;1259
1194;1141;1047;1238
956;949;826;1252
1226;1163;716;1247
515;1223;606;1264
1213;961;950;1281
710;637;1230;1243
188;1225;32;1021
613;1230;669;1243
159;968;959;1137
1007;1291;1213;1210
1182;1227;1118;1008
734;814;1285;1237
1191;971;1077;1033
558;1134;1223;1260
889;1273;893;1212
574;1160;943;1114
1062;964;1126;1179
157;951;970;966
1007;1159;1215;1155
464;399;419;1161
262;242;792;1101
731;1004;779;1296
650;1088;668;1228
1098;1168;1037;1238
176;153;1143;1288
259;1086;231;1027
859;1121;861;1116
416;440;458;1072
1184;1211;1145;965
714;1211;1005;1259
760;807;731;1084
1219;1153;1128;1075
1095;982;1158;976
1191;999;1048;1016
260;232;1273;1212
231;1086;1286;1027
162;873;869;1009
869;871;162;1009
317;1175;313;1206
1077;999;1149;960
274;1122;198;1115
248;203;996;1228
748;1126;725;1101
668;717;622;1228
12;1031;1151;1258
276;807;760;1084
740;1180;1181;1173
29;1072;1266;1293
144;963;9;1115
1050;974;1150;964
854;1015;858;1254
18;1265;162;1288
911;1277;915;1189
9;830;141;1122
673;1002;1111;1107
353;1195;1044;993
11;1151;143;1263
1082;1172;1151;1263
1183;950;961;1281
1180;1131;1213;1159
159;959;984;1137
1003;961;1073;1281
384;308;332;1043
228;200;276;1084
1066;1150;990;1060
928;186;931;1294
178;1013;1194;1025
777;1087;1039;965
521;1038;945;1290
1195;1043;1068;972
1214;1010;594;1234
199;26;1249;1287
1113;969;1145;1184
930;1124;175;1116
839;985;843;1138
1213;1131;1180;950
515;558;606;1223
149;9;944;1152
782;1115;1015;1252
146;1099;1271;1071
301;969;1170;1155
161;1014;1236;1188
254;1151;1229;1205
1050;950;1003;1281
1053;1093;982;1253
9;141;840;1122
361;1089;1153;1129
609;656;1065;995
858;1015;854;956
1225;981;1061;1280
1225;1186;146;981
748;815;725;1126
1047;1141;1194;1203
170;933;169;967
869;873;160;1009
765;1156;976;1246
162;1265;1054;1288
517;1034;602;1074
747;808;820;1150
1158;746;976;1274
308;1195;332;1043
1049;1039;1148;1155
605;598;508;1133
986;988;154;943
31;1092;18;943
830;829;141;963
829;831;141;963
144;830;9;963
317;357;360;1206
192;1086;259;1027
1139;961;995;1107
528;986;1220;943
1178;1038;945;1040
1079;1199;1235;1237
539;649;1223;1264
585;273;1134;1260
212;259;1130;1286
382;358;1200;1075
178;1194;1013;954
202;286;1154;1108
146;15;1099;1071
1095;1239;1099;1271
1121;1006;1124;952
256;254;189;1130
1195;1043;1051;1008
883;991;879;1042
188;1021;32;1257
1089;1261;304;1298
291;392;358;966
777;825;1039;1148
231;1086;259;1286
708;1106;1187;1107
1084;990;1103;1296
1135;987;1055;1001
911;165;915;1277
1058;970;1222;977
313;1112;1175;1046
488;422;406;1261
417;492;946;1120
1216;1127;1124;1257
859;862;154;1121
154;861;859;1121
1049;975;1175;1297
560;1287;542;1057
566;1250;1245;1262
149;944;949;1152
251;198;963;1115
210;254;1151;1229
760;228;276;1084
737;780;817;965
18;1092;154;943
928;1116;1092;1294
1039;1159;1113;1155
439;1030;417;946
1064;1023;734;1285
161;1236;21;1188
704;1035;1132;955
1098;1037;1094;1120
1149;1163;1032;980
1192;971;1006;1244
17;1069;1014;1292
1195;972;1068;1289
746;1158;821;1274
1139;995;655;1107
15;937;188;1045
672;619;1032;1163
1056;1119;156;1177
626;715;991;1042
173;1221;1227;1071
722;1023;1158;976
152;851;12;1172
1191;1130;1019;1033
1245;1250;566;1256
353;1195;308;1044
945;1038;163;1290
306;338;1064;1283
1235;976;1023;1237
1096;1076;1223;1264
594;1010;1214;973
436;1195;410;972
201;277;1088;1260
485;500;401;1277
348;1261;1089;1282
12;1151;143;1258
1053;1095;1158;1083
26;1026;1276;1057
20;1196;155;952
1093;949;13;1161
1192;1230;1048;999
839;842;944;1138
489;423;1093;949
26;1287;199;1026
1113;1159;1007;1155
13;1161;148;1253
254;1130;1151;1205
1235;1199;1079;1295
1182;1199;1118;1239
279;232;979;1204
1110;1014;1118;1248
1054;1009;162;1288
747;808;1150;964
1111;1035;614;955
1183;1021;950;1280
163;876;19;1290
1213;961;1291;1017
875;154;986;988
238;444;481;1115
604;534;509;1268
197;987;281;1251
276;1084;200;978
1089;1261;1037;1282
27;929;185;1136
1055;987;1135;1268
478;584;1270;1269
1062;1280;981;962
979;1204;172;1217
1186;981;1225;962
851;143;12;1172
1054;901;1013;1288
860;859;1116;952
676;995;1002;1107
849;851;152;1172
152;853;849;1172
1235;1023;1079;1237
159;1137;984;1038
261;235;1191;996
185;931;186;1136
1061;1180;1131;950
159;1176;968;1137
332;292;360;1105
1070;1009;1214;1100
1073;1005;974;1169
419;459;484;1162
1226;1004;974;1278
1127;1294;1124;1257
898;901;905;1143
1061;981;1225;1045
1156;1095;976;1246
1062;1126;1066;1172
702;1035;1111;1042
144;1115;9;1252
1089;1037;1047;1282
293;1155;1215;1046
1073;1003;1139;961
746;788;982;1274
1098;1094;1037;1168
1185;1258;206;1101
515;539;1223;1264
485;426;491;1277
1157;1051;994;1109
502;592;1194;1234
670;610;707;991
619;978;1032;1163
501;943;574;1262
677;1247;1139;1024
1194;1025;592;1142
849;1186;852;1263
1143;1009;1054;1288
849;143;851;1172
143;849;850;1172
283;195;1016;1286
719;784;813;1173
291;357;1219;1207
727;828;810;1169
493;435;1120;1197
677;1139;1259;1024
1053;982;1093;1274
498;1029;1164;1057
875;986;874;988
1067;1183;1056;1017
841;985;839;1165
